ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-5818482,Source1,2,2021-11-05 14:13:00,2021-11-05 16:18:34,25.733223,-80.33445999999998,25.732172,-80.335848,0.113,Slow traffic on County Hwy-913 - FL-976 - FL-973 from SW 85th Ave to SW 41st St due to accident., Bird Rd,Miami,Miami-Dade,FL,33155-3215,US,US/Eastern,KMIA,2021-11-05 13:53:00,75.0,75.0,96.0,29.9,10.0,N,3.0,0.04,Rain,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-570032,Source2,1,2022-07-11 05:58:27,2022-07-11 08:06:04,39.546116,-119.788116,,,0.0,Crash on US-395 at Exit 69 Oddie Blvd.,Martin Luther King Jr Memorial Fwy,Reno,Washoe,NV,89512,US,US/Pacific,KRNO,2022-07-11 05:55:00,63.0,63.0,38.0,25.69,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4565243,Source1,2,2023-01-05 12:31:10,2023-01-05 13:31:24,45.106447,-93.393428,45.106119,-93.393737,0.027,Accident from County Hwy-81 to US-169 S.,County Hwy-81,Minneapolis,Hennepin,MN,55445,US,US/Central,KMIC,2023-01-05 12:21:00,24.0,14.0,77.0,29.02,10.0,NW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-440761,Source2,3,2017-05-20 23:52:22,2017-05-21 00:22:01,34.048313,-117.306671,,,0.0099999997764825,Accident on I-215 Southbound at Washington St.,I-215 S,Colton,San Bernardino,CA,92324,US,US/Pacific,KSBD,2017-05-20 23:58:00,72.7,,23.0,29.89,10.0,ESE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2916715,Source2,3,2018-04-29 10:02:30,2018-04-29 10:32:21,33.447346,-117.635323,,,0.0,Lane blocked due to accident on I-5 Southbound at Exit 77 Avenida Vista Hermosa.,San Diego Fwy S,San Clemente,Orange,CA,92672,US,US/Pacific,KNXF,2018-04-29 09:56:00,63.0,,67.0,30.26,10.0,South,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3370908,Source2,2,2017-08-11 17:17:37,2017-08-11 18:17:13,35.165962,-80.712845,,,0.0,Accident on Margaret Wallace Rd at Glen Lyon Dr.,Margaret Wallace Rd,Matthews,Mecklenburg,NC,28105-8475,US,US/Eastern,KEQY,2017-08-11 17:29:00,75.9,,85.0,30.05,10.0,Variable,3.5,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6287009,Source1,2,2021-11-06 02:38:00,2021-11-06 04:45:00,35.326494,-78.520115,35.324262,-78.519924,0.155,Incident on NC-242 EB near DRAGSTRIP RD Road closed. Take alternate route., Nc 242 Hwy S,Benson,Johnston,NC,27504,US,US/Eastern,KHRJ,2021-11-06 02:35:00,45.0,41.0,61.0,30.07,10.0,NNE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3912026,Source1,2,2022-04-07 17:20:27,2022-04-07 18:38:16,25.952316,-80.221712,25.952696,-80.221728,0.026,Incident on NW 12TH AVE near NW 195TH ST Expect delays., NW 12th Ave,Miami,Miami-Dade,FL,33169,US,US/Eastern,KHWO,2022-04-07 17:25:00,88.0,88.0,53.0,29.85,10.0,W,17.0,0.0,Thunder in the Vicinity,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-2082248,Source2,2,2019-05-31 08:23:46,2019-05-31 11:21:49,45.519051,-122.55764,,,0.0,Restrictions due to accident on Stark St at 103rd Dr.,SE 103rd Dr,Portland,Multnomah,OR,97216,US,US/Pacific,KPDX,2019-05-31 07:53:00,58.0,58.0,78.0,30.07,10.0,WNW,5.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3453253,Source1,2,2016-12-22 10:10:48,2016-12-22 16:10:48,37.75707,-77.45869,37.76309000000001,-77.46035,0.426,At VA-54/Exit 92 - Accident.,I-95 N,Ashland,Hanover,VA,23005,US,US/Eastern,KOFP,2016-12-22 09:54:00,51.1,,44.0,30.07,10.0,WSW,10.4,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4326892,Source1,2,2022-10-10 05:56:00,2022-10-10 08:48:30,34.02839,-117.717731,34.025413,-117.785728,3.899,Slow traffic on Pomona Fwy W - CA-60 W from Ramona Ave (CA-60) to Diamond Bar Blvd (CA-60) due to accident.,CA-60 W,Chino,San Bernardino,CA,91710,US,US/Pacific,KCNO,2022-10-10 05:53:00,65.0,65.0,87.0,29.27,6.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1021264,Source2,2,2021-06-02 06:51:25,2021-06-02 09:42:33,36.192749,-86.776459,,,1.5299999713897705,Accident on entry ramp to I-24 Westbound at Exits 86A 86B from I-65 Southbound.,I-65 N,Nashville,Davidson,TN,37207,US,US/Central,KBNA,2021-06-02 06:53:00,65.0,65.0,87.0,29.38,5.0,SSE,13.0,0.12,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5630077,Source1,2,2021-09-28 09:09:00,2021-09-28 11:09:00,35.841704,-78.80629499999998,35.843019,-78.803903,0.162,Near Morrisville / Both Directions. The road is closed near Dominion Dr., Aviation Pkwy,Morrisville,Wake,NC,27560-8913,US,US/Eastern,KRDU,2021-09-28 08:51:00,66.0,66.0,87.0,29.6,10.0,SW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1939412,Source2,2,2019-08-29 17:45:16,2019-08-29 18:45:04,42.321362,-71.072189,,,0.0,Accident on Cottage St at Dudley St.,Dudley St,Dorchester,Suffolk,MA,02125-2661,US,US/Eastern,KBOS,2019-08-29 17:54:00,86.0,86.0,35.0,29.77,10.0,WNW,14.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-6202706,Source1,2,2021-09-15 17:31:00,2021-09-15 18:48:45,30.442775,-91.132456,30.44467,-91.132535,0.131,Incident on FRANKLIN ST near CAPITAL HEIGHTS AVE Expect delays., Franklin St,Baton Rouge,East Baton Rouge,LA,70806-6023,US,US/Central,KBTR,2021-09-15 17:53:00,78.0,78.0,87.0,29.66,6.0,NE,9.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4203594,Source1,2,2022-12-19 19:14:00.000000000,2022-12-19 20:35:14.000000000,36.397835,-118.970751,36.391548,-118.961808,0.66,Incident on CA-198 near HOUSE 36003 Drive with caution.,Sierra Dr,Lemon Cove,Tulare,CA,93244,US,US/Pacific,KVIS,2022-12-19 18:56:00,39.0,34.0,100.0,30.0,3.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3227891,Source2,3,2017-10-06 15:50:06,2017-10-06 16:49:32,41.763836,-72.630127,,,4.079999923706056,Slow traffic and Left lane closed due to accident on I-84 Westbound between Exit 59 I-384 and Exits 57 58 CT-15.,US-6 E,East Hartford,Hartford,CT,06108,US,US/Eastern,KHFD,2017-10-06 15:53:00,78.1,,46.0,30.04,10.0,North,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4561829,Source1,2,2022-02-24 07:51:00,2022-02-24 08:25:30,36.120513,-86.72698100000002,36.105575,-86.718096,1.145,Slow traffic on I-24 E from I-440/Exit 53 (I-24) to TN-255/Harding Pl/Exit 56 (I-24) due to accident.,I-24 E,Nashville,Davidson,TN,37217,US,US/Central,KBNA,2022-02-24 07:53:00,35.0,29.0,85.0,29.63,5.0,NNW,7.0,0.08,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6336888,Source1,2,2021-11-03 13:09:00,2021-11-03 13:33:04,41.520094,-73.047392,41.524825,-73.04394,0.3720000000000001,Slow traffic on CT-8 N - James H Darcey Memorial Hwy N - Ansonia Derby Expy N from Main St/Exit 29 (CT-8) to Leonard St/Exit 30 (CT-8) due to accident.,Ansonia Derby Expy N,Waterbury,New Haven,CT,06708,US,US/Eastern,KOXC,2021-11-03 12:51:00,49.0,45.0,44.0,29.41,10.0,NNW,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5675705,Source1,2,2021-10-21 07:54:00,2021-10-21 10:09:10,35.352151,-118.936154,35.349164,-118.932069,0.309,Stationary traffic from exit [116] to Morro Dr due to accident.,CA-58 E,Bakersfield,Kern,CA,93307,US,US/Pacific,KBFL,2021-10-21 07:54:00,62.0,62.0,34.0,29.58,7.0,E,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4136853,Source1,2,2022-01-14 13:21:38,2022-01-14 15:06:38,32.276426553572286,-90.20853638605972,32.279176553572285,-90.21166638605972,0.264,Incident on I-20 WB near TERRY RD Right shoulder closed.,I-20,Jackson,Hinds,MS,39204,US,US/Central,KHKS,2022-01-14 12:53:00,64.0,64.0,31.0,29.65,10.0,VAR,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1110981,Source2,3,2021-03-22 09:25:28,2021-03-22 09:55:05,44.86153,-93.298431,,,0.0,Lane blocked due to accident on I-35W Northbound at I-494.,I-35W S,Minneapolis,Hennepin,MN,55423,US,US/Central,KMSP,2021-03-22 09:53:00,44.0,44.0,76.0,29.14,10.0,NW,3.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6512715,Source1,2,2021-02-17 14:48:58,2021-02-17 17:48:58,46.776235,-114.087453,46.776513,-114.087777,0.025,Incident on US-93 near VALLEY GROVE DR Drive with caution., US Highway 93 S,Lolo,Missoula,MT,59847-9686,US,US/Mountain,KMSO,2021-02-17 14:53:00,30.0,25.0,82.0,26.76,10.0,W,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1549819,Source2,2,2020-04-08 20:25:13,2020-04-08 20:55:02,35.38003900000001,-119.015244,,,0.0,Accident on CA-178 23rd St at M St.,M St,Bakersfield,Kern,CA,93301-2340,US,US/Pacific,KBFL,2020-04-08 20:54:00,49.0,44.0,83.0,29.49,10.0,ESE,12.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-5093565,Source1,2,2022-01-19 15:52:00.000000000,2022-01-19 16:33:36.000000000,36.366592,-78.366654,36.376567,-78.354996,0.946,Slow traffic on I-85 N from Satterwhite Point Rd/Exit 217 (I-85) to US-1/US-158/Flemingtown Rd/Exit 220 (I-85) due to accident.,I-85,Henderson,Vance,NC,27537,US,US/Eastern,KHNZ,2022-01-19 15:55:00,53.0,53.0,35.0,29.55,10.0,SSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6877877,Source1,2,2020-11-24 20:36:00,2020-11-24 21:55:54,42.161534,-88.136054,42.161617,-88.136052,0.006,Incident on IL-59 near US-14 Expect delays., E Northwest Hwy,Barrington,Lake,IL,60010,US,US/Central,KPWK,2020-11-24 20:52:00,44.0,40.0,89.0,29.22,5.0,S,8.0,0.08,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-3996983,Source1,2,2022-12-11 10:29:00,2022-12-11 12:38:54,40.020418,-120.959423,40.021269,-120.960273,0.074,Accident on CA-70 - CA-89 from Bucks Lake Rd (CA-89/Lawrence St/W Main St/Crescent St/CA-70) to CA-89 (Quincy) (CA-70)., State Highway 70,Quincy,Plumas,CA,95971-9150,US,US/Pacific,KOVE,2022-12-11 10:53:00,49.0,42.0,83.0,29.57,10.0,SSE,20.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-544237,Source2,2,2022-08-06 13:09:02,2022-08-06 13:38:48,31.19626,-85.398865,,,0.0,Lane blocked due to crash on US-231-BR Oates St both ways at Hodgesville Rd.,S Oates St,Dothan,Houston,AL,36301,US,US/Central,KDHN,2022-08-06 13:11:00,79.0,79.0,77.0,29.78,3.0,S,13.0,0.07,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5370308,Source1,2,2022-02-25 06:20:03,2022-02-25 08:37:05,27.978267,-82.779478,27.978241,-82.775924,0.217,Incident on PINEBROOK DR near HOUSE 1422 Drive with caution., Kings Hwy,Clearwater,Pinellas,FL,33755-3418,US,US/Eastern,KPIE,2022-02-25 05:53:00,64.0,64.0,96.0,30.21,,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-6330587,Source1,2,2021-04-16 14:46:07,2021-04-16 23:31:07,38.707535,-87.50623399999998,38.70774,-87.51308900000002,0.37,Incident on US-50 WB near LOWER FORT KNOX Road closed. Take alternate route.,US-50 W,Vincennes,Knox,IN,47591,US,US/Central,KLWV,2021-04-16 15:53:00,62.0,,43.0,29.46,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-222334,Source2,3,2016-12-14 07:31:58,2016-12-14 08:01:08,39.816315,-84.000328,,,2.31,Right lane blocked due to accident on I-675 Northbound from Exit 20 Dayton Yellow Springs Rd to Exit 22 OH-235 Xenia Dr.,E Xenia Dr,Fairborn,Greene,OH,45324,US,US/Eastern,KFFO,2016-12-14 07:58:00,4.1,-3.2,88.0,30.3,4.0,West,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-450547,Source2,3,2017-05-09 09:29:40,2017-05-09 10:15:00,29.688772,-95.332016,,,0.0099999997764825,One lane blocked and slow traffic due to accident on I-610 Westbound at Exit 35 South Loop.,Crestmont St,Houston,Harris,TX,77033,US,US/Central,KHOU,2017-05-09 09:22:00,75.9,,79.0,30.02,10.0,SE,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4277795,Source1,2,2022-08-19 12:30:30,2022-08-19 13:29:00,37.961217,-77.436465,37.945488,-77.449471,1.297,Stationary traffic on VA-207 from Ladysmith Rd (Rogers Clark Blvd/VA-207) to I-95 (Rogers Clark Blvd/VA-207) due to accident., Rogers Clark Blvd,Ruther Glen,Caroline,VA,22546-3308,US,US/Eastern,KOFP,2022-08-19 12:54:00,85.0,85.0,51.0,29.88,10.0,E,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7634410,Source1,2,2018-01-17 09:22:08,2018-01-17 15:22:08,33.88414,-118.02911,33.88219,-118.02552,0.246,At Valley View Ave/Exit 118 - Accident. Left lane blocked.,I-5 N,Santa Fe Springs,Los Angeles,CA,90670,US,US/Pacific,KFUL,2018-01-17 08:53:00,60.1,,67.0,30.16,5.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2247044,Source2,2,2019-03-29 10:15:06,2019-03-29 11:16:55,36.154942,-86.66526,,,0.0,Accident on Lakeland Dr at TN-255 Donelson Pike.,Lakeland Dr,Nashville,Davidson,TN,37214-3502,US,US/Central,KBNA,2019-03-29 09:53:00,61.0,,46.0,30.17,10.0,SSW,5.8,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2050946,Source2,2,2019-06-14 11:42:27,2019-06-14 14:53:13,43.174751,-78.60659799999998,,,0.0,Accident on Hollenbeck Rd near NY-77 Chestnut Ridge Rd.,Hollenbeck Rd,Lockport,Niagara,NY,14094-3512,US,US/Eastern,KIAG,2019-06-14 11:53:00,66.0,66.0,50.0,29.28,10.0,W,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4656762,Source1,2,2022-07-18 10:43:16,2022-07-18 13:25:07,40.584951,-73.943628,40.584162,-73.926241,0.914,Incident on BELT PKWY near BELT PKWY Drive with caution.,Belt Pkwy E,Brooklyn,Kings,NY,11235,US,US/Eastern,KJRB,2022-07-18 10:45:00,77.0,77.0,94.0,29.83,3.0,ESE,5.0,0.01,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2666580,Source2,3,2018-08-24 17:08:01,2018-08-24 17:37:44,34.142548,-80.750961,,,0.0,Accident on I-20 Eastbound at Exit 87 White Pond Rd.,White Pond Rd,Lugoff,Kershaw,SC,29078,US,US/Eastern,KCDN,2018-08-24 17:15:00,86.0,,27.0,30.12,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1814216,Source2,2,2019-11-12 06:35:48,2019-11-12 07:05:28,28.170040000000004,-82.74056999999998,,,0.0,Accident on US-19 Northbound at Brittany Park Blvd.,US Highway 19,Tarpon Springs,Pinellas,FL,34689,US,US/Eastern,KPIE,2019-11-12 06:53:00,67.0,67.0,90.0,29.95,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-762453,Source2,3,2021-12-28 13:20:30,2021-12-28 13:50:02,25.990566,-80.165848,,,0.0,Three lanes blocked due to accident on I-95 Northbound at Exits 18 / FL-858 Hallandale Beach Blvd.,I-95 S,Hallandale,Broward,FL,33009,US,US/Eastern,KFLL,2021-12-28 12:53:00,79.0,79.0,60.0,30.03,10.0,SE,14.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7391816,Source1,2,2019-09-20 04:02:00,2019-09-20 04:58:17,37.706227,-121.893195,37.706227,-121.893195,0.0,At Hacienda Dr - Accident., Arnold Rd,Dublin,Alameda,CA,94568-7577,US,US/Pacific,KLVK,2019-09-20 03:53:00,53.0,53.0,80.0,29.5,10.0,E,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-796123,Source3,2,2021-12-02 11:16:13,2021-12-02 12:00:53,29.76433,-95.42173,,,0.3300000131130218,Accident on Westcott St between Venice St and Lacy St.,Lacy St,Houston,Harris,TX,77007,US,US/Central,KMCJ,2021-12-02 10:53:00,76.0,76.0,67.0,30.14,10.0,S,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2296661,Source2,3,2019-02-20 16:36:28,2019-02-20 17:36:14,33.195751,-80.604897,,,0.0,Accident on I-95 Southbound at Exit 77 US-78 Badham Dr.,I-95 N,Saint George,Dorchester,SC,29477,US,US/Eastern,KRBW,2019-02-20 16:35:00,51.8,,94.0,30.14,4.0,Calm,,,Drizzle,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3408453,Source2,2,2017-08-29 07:41:03,2017-08-29 08:10:48,34.901965999999994,-82.237534,,,0.0,Accident on SC-14 at Suber Rd.,S Highway 14,Greer,Greenville,SC,29651-6503,US,US/Eastern,KGSP,2017-08-29 07:53:00,64.9,,90.0,29.97,9.0,North,9.2,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3767993,Source1,2,2022-12-11 20:29:00,2022-12-11 22:44:05,39.143325,-123.196139,39.143825,-123.196159,0.035,Accident on Redwood Hwy N - US-101 N from CA-222 (US-101) to Gobbi St (US-101).,Redwood Hwy N,Ukiah,Mendocino,CA,95482,US,US/Pacific,KUKI,2022-12-11 20:44:00,42.0,39.0,85.0,29.12,10.0,NW,5.0,0.05,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2061611,Source2,3,2019-06-19 07:25:21,2019-06-19 08:39:56,33.989014000000005,-117.549454,,,0.0,Right hand shoulder blocked and slow lane blocked due to accident on I-15 Northbound after Exit 103 Limonite Ave.,I-15 N,Mira Loma,Riverside,CA,91752,US,US/Pacific,KRAL,2019-06-19 07:53:00,62.0,62.0,84.0,29.12,3.0,SW,3.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7410197,Source1,2,2019-09-06 06:14:00,2019-09-06 07:06:17,36.255376,-119.904972,36.255376,-119.904972,0.0,At Avenal Cutoff Rd - Accident., 25th Ave,Lemoore,Kings,CA,93245,US,US/Pacific,KNLC,2019-09-06 05:56:00,68.0,68.0,55.0,29.75,10.0,NW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2029487,Source2,2,2019-06-03 16:19:20,2019-06-03 18:33:39,42.442837,-83.095184,,,0.0,Right hand shoulder blocked due to accident on I-75 Northbound at 8 Mile Rd.,Chrysler Expy S,Highland Park,Wayne,MI,48203,US,US/Eastern,KDET,2019-06-03 15:53:00,63.0,63.0,43.0,29.44,10.0,ESE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-753161,Source2,2,2022-01-10 06:40:57,2022-01-10 07:25:45,42.393494,-73.82674399999998,,,0.0,Accident on I-87 Southbound after Exit 21B US-9W.,State Route 9W,West Coxsackie,Greene,NY,12192-1711,US,US/Eastern,KALB,2022-01-10 06:40:00,22.0,9.0,75.0,29.76,10.0,WNW,14.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-964217,Source2,2,2021-07-21 05:23:00,2021-07-21 06:10:47,35.384418,-118.967529,,,0.0,Accident on Lindora St at Mt Vernon Ave.,Mount Vernon Ave,Bakersfield,Kern,CA,93306-3302,US,US/Pacific,KBFL,2021-07-21 04:54:00,77.0,77.0,34.0,29.38,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-7407478,Source1,2,2019-09-04 16:51:00,2019-09-04 18:24:30,38.495978,-121.409034,38.495978,-121.409034,0.0,At Florin Rd - Accident.,Florin Rd,Sacramento,Sacramento,CA,95828,US,US/Pacific,KSAC,2019-09-04 16:53:00,96.0,,21.0,29.76,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4484066,Source1,2,2022-03-09 17:34:30,2022-03-09 17:55:00,38.931069,-94.648446,38.932759,-94.634107,0.779,Slow traffic from exit [77B] to I-435 E due to accident.,Nall Ave,Leawood,Johnson,KS,66211,US,US/Central,KOJC,2022-03-09 17:53:00,38.0,30.0,48.0,28.91,10.0,NNE,12.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2335679,Source2,2,2019-01-14 08:22:04,2019-01-14 08:51:49,36.038952,-86.78280600000002,,,0.0,Accident on I-65 Southbound at TN-254 Old Hickory Blvd.,Old Hickory Blvd,Brentwood,Davidson,TN,37027,US,US/Central,KBNA,2019-01-14 08:21:00,37.0,31.6,82.0,30.37,6.0,NNW,6.9,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6473746,Source1,2,2021-02-22 19:28:38,2021-02-22 21:37:09,40.710894,-74.167542,40.711024,-74.170621,0.162,Crash on I-78 Express Lanes westbound West of Exit 58 - US 1&amp;9/E. Port St (Newark) 1 Left lane of 2 lanes closed,I-78 W,Newark,Essex,NJ,07114,US,US/Eastern,KEWR,2021-02-22 19:51:00,36.0,28.0,89.0,29.71,10.0,WSW,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1333681,Source2,2,2020-10-09 07:49:54,2020-10-09 08:57:44,29.723785,-95.644035,,,0.0,Accident on TX-6 Northbound at Branch Forest Dr.,Highway 6 S,Houston,Harris,TX,77082-3205,US,US/Central,KSGR,2020-10-09 07:53:00,76.0,76.0,87.0,29.68,10.0,NNE,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1997192,Source2,2,2019-07-31 06:58:01,2019-07-31 08:42:43,39.190361,-94.613747,,,0.0,Right hand shoulder blocked due to accident on I-29 Southbound at Gateway Ave.,I-29 S,Kansas City,Platte,MO,64151,US,US/Central,KNKA,2019-07-31 06:54:00,72.0,72.0,78.0,29.31,10.0,ENE,6.0,0.01,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5759908,Source1,2,2021-07-20 23:45:00,2021-07-21 02:05:28,29.777857,-83.326084,29.778005,-83.325908,0.015,Incident on FL-51 near US-19 Drive with caution., US Highway 19 S,Steinhatchee,Taylor,FL,32359-2103,US,US/Eastern,KCTY,2021-07-20 23:55:00,76.0,76.0,98.0,29.99,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-5064832,Source1,2,2022-09-21 09:53:10,2022-09-21 11:38:10,42.352539,-88.094662,42.352341,-88.096047,0.072,Incident on NIPPERSINK AVE WB near CEDAR LAKE RD Drive with caution., W Nippersink Rd,Round Lake,Lake,IL,60073-3223,US,US/Central,KUGN,2022-09-21 09:55:00,79.0,79.0,66.0,29.07,10.0,NW,10.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1783490,Source2,3,2019-10-29 07:06:41,2019-10-29 07:52:10,43.142212,-77.586189,,,0.0,Restrictions due to accident on I-490 Eastbound at Exit 18 Field St.,I-490 W,Rochester,Monroe,NY,14607,US,US/Eastern,KROC,2019-10-29 06:54:00,55.0,55.0,74.0,29.48,10.0,SSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-6918496,Source1,2,2020-12-21 13:46:30,2020-12-22 03:51:40,35.053391,-80.84999499999998,35.055035,-80.852379,0.176,Stationary traffic on US-521 N from John J Delaney Dr to Huffines Ln due to accident., Johnston Rd,Charlotte,Mecklenburg,NC,28277,US,US/Eastern,KEQY,2020-12-21 13:53:00,57.0,57.0,51.0,29.18,10.0,SW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3177799,Source2,2,2017-11-09 06:46:32,2017-11-09 07:31:17,34.024033,-117.770927,,,0.0,Accident on CA-60 Westbound before Exit 28 Phillips Ranch Rd.,Phillips Ranch Rd,Pomona,Los Angeles,CA,91766,US,US/Pacific,KPOC,2017-11-09 07:47:00,,,,30.11,10.0,ENE,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1519417,Source2,3,2020-03-09 08:20:09,2020-03-09 09:33:49,25.861881,-80.208626,,,0.0,Left lane blocked due to accident on I-95 Northbound before Exit 8A 95th St.,NW 95th St,Miami,Miami-Dade,FL,33150,US,US/Eastern,KOPF,2020-03-09 07:53:00,70.0,70.0,55.0,30.39,10.0,E,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
